title,theme
"Enterprise Cloud Security and Governance
Book",WebDevelopment
"Containers in OpenStack
Book",WebDevelopment
"Learning F# Functional Data Structures and Algorithms
Book",WebDevelopment
"Learning Drupal 8
Book",WebDevelopment
"Google Cloud Platform Cookbook
Book",WebDevelopment
"MDX with Microsoft SQL Server 2016 Analysis Services Cookbook - Third Edition
Book",WebDevelopment
"Computer Vision with OpenCV 3 and Qt5
Book",WebDevelopment
"Java EE 8 Design Patterns and Best Practices
Book",WebDevelopment
"Practical Industrial Internet of Things Security
Book",WebDevelopment
"Kali Linux Network Scanning Cookbook
Book",WebDevelopment
"Hands-On Bug Hunting for Penetration Testers
Book",WebDevelopment
"MCSA Windows Server 2016 Certification Guide: Exam 70-741
Book",WebDevelopment
"CompTIA Project+ Certification Guide
Book",WebDevelopment
"OpenCV with Python By Example
Book",WebDevelopment
"Magento 2 Beginners Guide
Book",WebDevelopment
"Modern Big Data Processing with Hadoop
Book",WebDevelopment
"Distributed Computing with Go
Book",WebDevelopment
"Natural Language Processing with Python Cookbook
Book",WebDevelopment
"C# 7 and .NET Core 2.0 High Performance
Book",WebDevelopment
"Angular 6 by Example - Third Edition
Book",WebDevelopment
"CompTIA Linux+ Certification Guide
Book",WebDevelopment
"Angular UI Development with PrimeNG
Book",WebDevelopment
"Python For Offensive PenTest
Book",WebDevelopment
"Kali Linux Web Penetration Testing Cookbook - Second Edition
Book",WebDevelopment
"PyTorch Deep Learning Hands-On
Book",WebDevelopment
"Secret Recipes of the Python Ninja
Book",WebDevelopment
"Guide to NoSQL with Azure Cosmos DB
Book",WebDevelopment
"Mastering Windows PowerShell Scripting - Second Edition
Book",WebDevelopment
"Building a RESTful Web Service with Spring
Book",WebDevelopment
"Building Probabilistic Graphical Models with Python
Book",WebDevelopment
"Learning Selenium Testing Tools with Python
Book",WebDevelopment
"Alfresco One 5.x Developer's Guide - Second Edition
Book",WebDevelopment
"Mastering Linux Shell Scripting
Book",WebDevelopment
"ESP8266 Internet of Things Cookbook
Book",WebDevelopment
"Docker Networking Cookbook
Book",WebDevelopment
"Artificial Intelligence By Example
Book",WebDevelopment
"Test-Driven Python Development
Book",WebDevelopment
"Python Data Analysis - Second Edition
Book",WebDevelopment
"Kubernetes on AWS
Book",WebDevelopment
"Hands-On Dependency Injection in Go
Book",WebDevelopment
"Advanced Penetration Testing for Highly-Secured Environments - Second Edition
Book",WebDevelopment
"Big Data Processing with Apache Spark
Book",WebDevelopment
"Building Web Applications with Python and Neo4j
Book",WebDevelopment
"Learning RxJava
Book",WebDevelopment
"Go Cookbook
Book",WebDevelopment
"Hands-On Reactive Programming with Clojure - Second Edition
Book",WebDevelopment
"PostgreSQL High Availability Cookbook - Second Edition
Book",WebDevelopment
"React Native - Building Mobile Apps with JavaScript
Book",WebDevelopment
"Hands-On Neural Network Programming with C#
Book",WebDevelopment
"Azure PowerShell Quick Start Guide
Book",WebDevelopment
"Creating your MySQL Database: Practical Design Tips and Techniques
Book",WebDevelopment
"MicroStrategy Quick Start Guide
Book",WebDevelopment
"AWS Administration - The Definitive Guide
Book",WebDevelopment
"Hands-On Reinforcement Learning with Python
Book",WebDevelopment
"Mastering Internet of Things
Book",WebDevelopment
"Hands-On Design Patterns with React Native
Book",WebDevelopment
"AWS: Security Best Practices on AWS
Book",WebDevelopment
"CompTIA Network+ Certification Guide
Book",WebDevelopment
"Learning Python Web Penetration Testing
Book",WebDevelopment
"Learning Qlik Sense�: The Official Guide - Second Edition
Book",WebDevelopment
"Building Wireless Sensor Networks Using Arduino
Book",WebDevelopment
"Mastering OpenStack - Second Edition
Book",WebDevelopment
"PowerShell for SQL Server Essentials
Book",WebDevelopment
"Blender 3D Basics Beginner's Guide Second Edition
Book",WebDevelopment
"Java EE 7 Development with NetBeans 8
Book",WebDevelopment
"Python Geospatial Development - Third Edition
Book",WebDevelopment
"IBM DB2 11.1 Certification Guide
Book",WebDevelopment
"Machine Learning with R - Second Edition
Book",WebDevelopment
"Linux Utilities Cookbook
Book",WebDevelopment
"Django Project Blueprints
Book",WebDevelopment
"Spring Integration Essentials
Book",WebDevelopment
"Hadoop Real-World Solutions Cookbook - Second Edition
Book",WebDevelopment
"Software-Defined Networking (SDN) with OpenStack
Book",WebDevelopment
"Python Data Structures and Algorithms
Book",WebDevelopment
"Deep Learning with Keras
Book",WebDevelopment
"Building RESTful Web Services with Spring 5 - Second Edition
Book",WebDevelopment
"Deep Learning with TensorFlow - Second Edition
Book",WebDevelopment
"Machine Learning Projects for Mobile Applications
Book",WebDevelopment
"Server Side development with Node.js and Koa.js Quick Start Guide
Book",WebDevelopment
"Apache Ignite Quick Start Guide
Book",WebDevelopment
"Hands-On Go Programming
Book",WebDevelopment
"Linux Email
Book",WebDevelopment
"Microsoft SQL Server 2012 Integration Services: An Expert Cookbook
Book",WebDevelopment
"Building Smart LEGO MINDSTORMS EV3 Robots
Book",WebDevelopment
"Drupal 8 Module Development
Book",WebDevelopment
"Spring: Microservices with Spring Boot
Book",WebDevelopment
"Processing XML documents with Oracle JDeveloper 11g
Book",WebDevelopment
"PHP Reactive Programming
Book",WebDevelopment
"Learning jQuery - Fourth Edition
Book",WebDevelopment
"Building Scalable Apps with Redis and Node.js
Book",WebDevelopment
"Learning PowerShell DSC - Second Edition
Book",WebDevelopment
"Go Systems Programming
Book",WebDevelopment
"Enterprise Internet of Things Handbook
Book",WebDevelopment
"Hands-On Meta Learning with Python
Book",WebDevelopment
"Spring 5.0 Microservices - Second Edition
Book",WebDevelopment
"Web Development with MongoDB and Node - Third Edition
Book",WebDevelopment
"Apache Spark 2.x Cookbook
Book",WebDevelopment
"Mongoose for Application Development
Book",WebDevelopment
"NumPy: Beginner's Guide - Third Edition
Book",WebDevelopment
"Software Architecture with Python
Book",WebDevelopment
"Python Social Media Analytics
Book",WebDevelopment
"Cloud-Native Applications in Java
Book",WebDevelopment
"Skill Up: A Software Developer's Guide to Life and Career
Book",WebDevelopment
"Deep Learning with PyTorch Quick Start Guide
Book",WebDevelopment
"TensorFlow Deep Learning Projects
Book",WebDevelopment
"Extending Unity with Editor Scripting
Book",WebDevelopment
"Gnucash 2.4 Small Business Accounting: Beginner's Guide
Book",WebDevelopment
"Learning Nessus for Penetration Testing
Book",WebDevelopment
"Mastering Machine Learning Algorithms
Book",WebDevelopment
"Artificial Intelligence and Machine Learning Fundamentals
Book",WebDevelopment
"SELinux Cookbook
Book",WebDevelopment
"Linux Email: Set up and Run a Small Office Email Server
Book",WebDevelopment
"OpenCV 3 Computer Vision Application Programming Cookbook - Third Edition
Book",WebDevelopment
"Mastering Data Analysis with R
Book",WebDevelopment
"QGIS Python Programming Cookbook
Book",WebDevelopment
"PostgreSQL Administration Essentials
Book",WebDevelopment
"Artificial Intelligence for Robotics
Book",WebDevelopment
"Unity Virtual Reality Projects - Second Edition
Book",WebDevelopment
"Machine Learning Fundamentals
Book",WebDevelopment
"Mastering Python Networking - Second Edition
Book",WebDevelopment
"Python 3 Text Processing with NLTK 3 Cookbook
Book",WebDevelopment
"Kali Linux 2018: Assuring Security by Penetration Testing - Fourth Edition
Book",WebDevelopment
"Web Scraping with Python
Book",WebDevelopment
"Python Projects for Kids
Book",WebDevelopment
"PHPUnit Essentials
Book",WebDevelopment
"JavaScript Domain-Driven Design
Book",WebDevelopment
"Embedded Linux Projects Using Yocto Project Cookbook
Book",WebDevelopment
"Python Requests Essentials
Book",WebDevelopment
"OpenCV 3 Blueprints
Book",WebDevelopment
"Oracle SQL Developer
Book",WebDevelopment
"Python Data Analysis Cookbook
Book",WebDevelopment
"Geospatial Development By Example with Python
Book",WebDevelopment
"Modular Programming with JavaScript
Book",WebDevelopment
"Mastering JavaScript Single Page Application Development
Book",WebDevelopment
"Mastering C# and .NET Framework
Book",WebDevelopment
"Mastering Concurrency Programming with Java 8
Book",WebDevelopment
"ReactJS Blueprints
Book",WebDevelopment
"Cloud Native Python
Book",WebDevelopment
"Mastering Django: Core
Book",WebDevelopment
"Daniel Arbuckle's Mastering Python
Book",WebDevelopment
"C# 7 and .NET Core Cookbook
Book",WebDevelopment
"Isomorphic Go
Book",WebDevelopment
"PostgreSQL 10 Administration Cookbook
Book",WebDevelopment
"Unity 2018 Artificial Intelligence Cookbook - Second Edition
Book",WebDevelopment
"Hands-On Enterprise Application Development with Python
Book",WebDevelopment
"Professional Scala
Book",WebDevelopment
"MySQL Admin Cookbook
Book",WebDevelopment
"Microsoft SQL Server 2012 Performance Tuning Cookbook
Book",WebDevelopment
"Apache Spark 2.x Machine Learning Cookbook
Book",WebDevelopment
"Machine Learning with AWS
Book",WebDevelopment
"Learning Concurrency in Python
Book",WebDevelopment
"Python Network Programming Cookbook - Second Edition
Book",WebDevelopment
"Mastering Apache Spark
Book",WebDevelopment
"Apache Spark Deep Learning Cookbook
Book",WebDevelopment
"WordPress Theme Development : Beginner's Guide - Third Edition
Book",WebDevelopment
"DevOps: Puppet, Docker, and Kubernetes
Book",WebDevelopment
"MVVM Survival Guide for Enterprise Architectures in Silverlight and WPF
Book",WebDevelopment
"Tkinter GUI Application Development Hotshot
Book",WebDevelopment
"MongoDB High Availability
Book",WebDevelopment
"Oracle Database 12c Backup and Recovery Survival Guide
Book",WebDevelopment
"Mastering Natural Language Processing with Python
Book",WebDevelopment
"Parallel Programming with Python
Book",WebDevelopment
"Machine Learning for the Web
Book",WebDevelopment
"Machine Learning with R Cookbook
Book",WebDevelopment
"Oracle Identity and Access Manager 11g for Administrators
Book",WebDevelopment
"RESTful Java Patterns and Best Practices
Book",WebDevelopment
"Learning Python
Book",WebDevelopment
"PostgreSQL Server Programming - Second Edition
Book",WebDevelopment
"Spring MVC: Beginner's Guide - Second Edition
Book",WebDevelopment
"Drupal 8 Blueprints
Book",WebDevelopment
"CCNA Routing and Switching 200-125 Certification Guide
Book",WebDevelopment
"Deep Learning for Computer Vision
Book",WebDevelopment
"Unity 2018 Cookbook - Third Edition
Book",WebDevelopment
"Hands-On Bitcoin Programming with Python
Book",WebDevelopment
"R Machine Learning Projects
Book",WebDevelopment
"Linux: Powerful Server Administration
Book",WebDevelopment
"Python: Master the Art of Design Patterns
Book",WebDevelopment
"Learning Geospatial Analysis with Python
Book",WebDevelopment
"Learning Concurrent Programming in Scala
Book",WebDevelopment
"Python Geospatial Development Essentials
Book",WebDevelopment
"Mastering phpMyAdmin 3.4 for Effective MySQL Management
Book",WebDevelopment
"Python Artificial Intelligence Projects for Beginners
Book",WebDevelopment
"OpenCV with Python Blueprints
Book",WebDevelopment
"Mastering Python Networking
Book",WebDevelopment
"Mastering Embedded Linux Programming
Book",WebDevelopment
"Mastering JavaScript Object-Oriented Programming
Book",WebDevelopment
"Internet of Things with ESP8266
Book",WebDevelopment
"Learning Internet of Things
Book",WebDevelopment
"Implementing Cloud Design Patterns for AWS
Book",WebDevelopment
"Learning Robotics Using Python
Book",WebDevelopment
"Python Machine Learning
Book",WebDevelopment
"Continuous Delivery with Docker and Jenkins
Book",WebDevelopment
"Mastering PostgreSQL 10
Book",WebDevelopment
"Getting Started with NoSQL
Book",WebDevelopment
"Building Virtual Pentesting Labs for Advanced Penetration Testing - Second Edition
Book",WebDevelopment
"Scala for Machine Learning - Second Edition
Book",WebDevelopment
"Mastering Windows PowerShell Scripting
Book",WebDevelopment
"MongoDB Data Modeling
Book",WebDevelopment
"Getting Started with Oracle VM VirtualBox
Book",WebDevelopment
"QlikView for Developers Cookbook
Book",WebDevelopment
"JavaScript Regular Expressions
Book",WebDevelopment
"Learning Geospatial Analysis with Python - Second Edition
Book",WebDevelopment
"Mastering Concurrency in Go
Book",WebDevelopment
"JavaFX Essentials
Book",WebDevelopment
"Advanced Machine Learning with Python
Book",WebDevelopment
"Red Hat Enterprise Linux Troubleshooting Guide
Book",WebDevelopment
"Multithreading with C# Cookbook - Second Edition
Book",WebDevelopment
"Bootstrap 4 Cookbook
Book",WebDevelopment
"Building RESTful Python Web Services
Book",WebDevelopment
"Python Programming with Raspberry Pi
Book",WebDevelopment
"Getting Started with TensorFlow
Book",WebDevelopment
"Windows Server 2016 Automation with PowerShell Cookbook - Second Edition
Book",WebDevelopment
"React 16 Essentials - Second Edition
Book",WebDevelopment
"Apache Spark 2.x for Java Developers
Book",WebDevelopment
"Kali Linux Network Scanning Cookbook - Second Edition
Book",WebDevelopment
"Digital Forensics with Kali Linux
Book",WebDevelopment
"Hands-On Full-Stack Development with Swift
Book",WebDevelopment
"Getting Started with Unity 2018 - Third Edition
Book",WebDevelopment
"Hands-On Deep Learning Architectures with Python
Book",WebDevelopment
"Hands-On Design Patterns with Swift
Book",WebDevelopment
"Practical Linux Security Cookbook - Second Edition
Book",WebDevelopment
"PostgreSQL 11 Server Side Programming Quick Start Guide
Book",WebDevelopment
"Designing AWS Environments
Book",WebDevelopment
"Mastering Docker Enterprise
Book",WebDevelopment
"Apache Spark 2: Data Processing and Real-Time Analytics
Book",WebDevelopment
"WiX: A Developer's Guide to Windows Installer XML
Book",WebDevelopment
"GeoServer Beginner's Guide
Book",WebDevelopment
